CustomerID,Age,Qualification,Occupation,Marital Status,Home Mortgage,Personal Loan,Has Other Bank Account,Last Contact Direction,Last Contact Duration,Last Contact Month,Last Contact Weekday,Number of Current Campaign Calls,Number of Previous Campaign Calls,Previous Campaign Outcome,RBA Cash Rate,Employment Variation Rate,Consumer Confidence Index,Sale Outcome
CU552620,35,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,110.0,September,Wednesday,2,2.0,No Sale,0.886,-1.1,94.199,No Sale
CU167528,51,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,93.0,November,Wednesday,1,0.0,Nonexistent,4.12,-0.1,93.2,No Sale
CU436711,38,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Inbound,30.0,August,Thursday,2,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU167482,44,Bachelor Degree Level or Higher,Self-employed,Married,No,No,No,Inbound,234.0,June,Tuesday,2,1.0,Sale,1.286,-2.9,92.963,Sale
CU271922,36,Primary Education,Labourer,Married,Yes,No,No,Outbound,16.0,July,Wednesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU430874,32,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,105.0,June,Thursday,1,0.0,Nonexistent,1.26,-2.9,92.963,No Sale
CU007878,41,Bachelor Degree Level or Higher,Technicians and Trades,Divorced,Yes,No,No,Inbound,167.0,August,Friday,1,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU133484,57,High School Certificate,Retired,Single,Yes,No,No,Outbound,448.0,May,Thursday,4,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU668937,33,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,199.0,July,Monday,1,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU701719,38,High School Certificate,Prefer not to say,Divorced,Yes,No,Yes,Outbound,107.0,May,Wednesday,3,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU691639,39,High School Certificate,Unemployed,Married,No,No,No,Inbound,74.0,July,Monday,7,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU424959,42,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Inbound,294.0,August,Thursday,1,0.0,Nonexistent,0.829,-2.9,92.201,No Sale
CU004862,33,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,396.0,August,Tuesday,2,0.0,Nonexistent,4.966,1.4,93.444,Sale
CU393462,56,Primary Education,Retired,Married,Unknown,Unknown,No,Outbound,356.0,June,Monday,5,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU459673,52,Bachelor Degree Level or Higher,Manager,Divorced,No,No,No,Outbound,634.0,May,Wednesday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU341459,44,Primary Education,Labourer,Married,Yes,No,Yes,Inbound,283.0,August,Thursday,3,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU377827,35,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,224.0,May,Thursday,2,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU526444,36,Primary Education,Labourer,Married,No,No,Yes,Outbound,291.0,May,Friday,4,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU730497,40,Primary Education,Labourer,Single,No,Yes,Yes,Inbound,266.0,April,Friday,2,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU965826,27,High School Certificate,Community and personal service,Married,Yes,No,No,Inbound,250.0,July,Monday,3,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU783660,45,Primary Education,Entrepreneur,Married,No,No,No,Outbound,249.0,May,Monday,4,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU821845,28,Bachelor Degree Level or Higher,Manager,Single,Yes,No,No,Inbound,66.0,June,Thursday,1,1.0,No Sale,1.26,-2.9,92.963,No Sale
CU688534,56,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Inbound,479.0,August,Tuesday,4,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU455950,36,High School Certificate,Community and personal service,Married,Yes,Yes,No,Outbound,201.0,May,Wednesday,1,0.0,,4.858,1.1,93.994,No Sale
CU325808,43,Primary Education,Labourer,Married,Yes,No,No,Inbound,135.0,May,Thursday,3,1.0,No Sale,1.266,-1.8,92.893,No Sale
CU495185,29,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,574.0,July,Tuesday,2,0.0,Nonexistent,4.962,1.4,93.918,Sale
CU847364,29,Primary Education,Labourer,Divorced,Yes,No,No,Outbound,272.0,November,Tuesday,2,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU268984,45,,Labourer,Married,Yes,No,Yes,Inbound,98.0,July,Monday,3,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU551872,35,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,448.0,August,Tuesday,1,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU838690,28,Primary Education,Labourer,Single,Yes,No,No,Inbound,226.0,May,Thursday,1,1.0,No Sale,1.266,-1.8,92.893,No Sale
CU478362,41,Primary Education,Labourer,Married,Yes,No,No,Outbound,247.0,May,Monday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU842069,26,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Outbound,9.0,September,Wednesday,1,0.0,Nonexistent,0.88,-1.1,94.199,No Sale
CU522106,34,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Outbound,118.0,May,Thursday,1,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU931647,88,Primary Education,Retired,Divorced,Yes,No,No,Inbound,188.0,March,Wednesday,3,0.0,Nonexistent,1.663,-1.8,92.843,Sale
CU265530,56,Primary Education,Community and personal service,Divorced,No,No,No,Outbound,42.0,June,Monday,3,0.0,Nonexistent,4.96,1.4,94.465,No Sale
CU614143,26,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,528.0,November,Friday,3,0.0,Nonexistent,1.04,-1.1,94.767,Sale
CU856344,73,Bachelor Degree Level or Higher,Retired,Married,Yes,No,No,Inbound,79.0,April,Thursday,1,1.0,No Sale,1.365,-1.8,93.075,No Sale
CU656693,38,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,106.0,August,Monday,1,1.0,No Sale,0.821,-2.9,92.201,No Sale
CU764716,29,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,No,No,No,Inbound,530.0,November,Friday,1,1.0,No Sale,4.021,-0.1,93.2,Sale
CU118200,35,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,199.0,August,Wednesday,5,0.0,Nonexistent,4.967,1.4,93.444,No Sale
CU478894,47,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,175.0,August,Tuesday,1,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU563696,32,High School Certificate,Community and personal service,Single,No,No,No,Inbound,402.0,May,Wednesday,2,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU234339,43,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Outbound,49.0,November,Monday,2,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU095625,57,Graduate Diploma and Graduate Certificate,Retired,Married,Yes,No,No,Inbound,282.0,August,Friday,3,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU133166,41,Primary Education,Labourer,Married,No,No,No,Inbound,604.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU444257,43,High School Certificate,Community and personal service,Single,No,No,No,Inbound,1317.0,July,Tuesday,4,0.0,Nonexistent,4.961,1.4,93.918,Sale
CU896778,35,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,121.0,November,Monday,1,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU381252,49,High School Certificate,Community and personal service,Single,No,Yes,No,Inbound,231.0,May,Wednesday,2,1.0,No Sale,1.334,-1.8,92.893,No Sale
CU158873,31,Primary Education,Labourer,Married,Yes,No,No,Outbound,198.0,June,Monday,2,0.0,Nonexistent,4.947,1.4,94.465,No Sale
CU495421,32,Primary Education,Labourer,Married,No,Yes,No,Outbound,60.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU434432,33,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Outbound,205.0,May,Friday,1,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU982755,55,Primary Education,Retired,Married,No,No,Yes,Inbound,61.0,July,Tuesday,3,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU048591,53,Prefer not to say,Community and personal service,Prefer not to say,Yes,No,No,Outbound,382.0,June,Tuesday,5,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU812308,39,High School Certificate,Community and personal service,Divorced,No,No,No,Inbound,151.0,July,Thursday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU187240,38,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,103.0,June,Tuesday,1,0.0,Nonexistent,1.099,-2.9,92.963,No Sale
CU360869,52,Primary Education,Clerical and administrative,Married,Yes,No,No,Inbound,82.0,August,Thursday,6,0.0,Nonexistent,4.962,1.4,93.444,No Sale
CU988824,47,Primary Education,Labourer,Married,Unknown,Unknown,No,Inbound,72.0,April,Monday,3,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU170684,48,High School Certificate,Labourer,Married,Yes,No,No,Outbound,700.0,June,Thursday,2,0.0,Nonexistent,4.958,1.4,94.465,No Sale
CU250718,35,Prefer not to say,Labourer,Married,Yes,No,No,Inbound,506.0,July,Tuesday,1,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU030486,34,Primary Education,Labourer,Single,No,No,No,Inbound,204.0,May,Monday,2,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU909682,27,Primary Education,Technicians and Trades,Single,Yes,No,No,Outbound,523.0,April,Wednesday,2,0.0,Nonexistent,1.445,-1.8,93.075,Sale
CU437919,40,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,203.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU463447,39,High School Certificate,Self-employed,Married,Yes,No,No,Inbound,31.0,May,Monday,6,0.0,Nonexistent,1.244,-1.8,92.893,No Sale
CU860443,42,Bachelor Degree Level or Higher,Manager,Single,Yes,No,No,Inbound,105.0,October,Monday,1,0.0,Nonexistent,0.743,-3.4,92.431,Sale
CU657695,55,Graduate Diploma and Graduate Certificate,Retired,Married,Yes,No,No,Inbound,181.0,August,Thursday,3,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU105623,36,Bachelor Degree Level or Higher,Manager,Single,No,No,No,Inbound,101.0,July,Wednesday,7,0.0,Nonexistent,4.957,1.4,93.918,No Sale
CU081570,35,High School Certificate,Community and personal service,Single,Yes,No,No,Outbound,473.0,May,Friday,2,0.0,Nonexistent,1.313,-1.8,92.893,No Sale
CU236501,34,High School Certificate,Housekeeper,Single,No,No,No,Inbound,351.0,May,Tuesday,7,1.0,No Sale,1.291,-1.8,92.893,No Sale
CU104395,67,Primary Education,Retired,Married,Yes,No,No,Inbound,99.0,November,Thursday,1,0.0,Nonexistent,0.714,-3.4,92.649,Sale
CU682570,48,Primary Education,Labourer,Married,Yes,Yes,Yes,Inbound,45.0,August,Thursday,3,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU169936,34,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,195.0,May,Tuesday,10,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU569384,33,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,129.0,August,Tuesday,4,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU364139,41,Primary Education,Manager,Married,Yes,No,No,Outbound,648.0,May,Wednesday,1,0.0,Nonexistent,4.857,1.1,93.994,Sale
CU930455,52,Primary Education,Technicians and Trades,Married,Yes,No,No,Outbound,1666.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU122261,38,Bachelor Degree Level or Higher,Manager,Single,No,No,No,Inbound,69.0,November,Thursday,4,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU018813,39,Bachelor Degree Level or Higher,Manager,Single,Yes,No,No,Inbound,271.0,April,Friday,2,0.0,Nonexistent,1.405,-1.8,93.075,Sale
CU182674,58,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,851.0,May,Tuesday,1,0.0,Nonexistent,1.344,-1.8,92.893,Sale
CU626773,46,Primary Education,Manager,Married,No,No,No,Outbound,53.0,June,Monday,4,0.0,Nonexistent,4.958,1.4,94.465,No Sale
CU266070,48,Bachelor Degree Level or Higher,Entrepreneur,Married,Yes,No,No,Outbound,413.0,May,Thursday,1,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU755375,36,High School Certificate,Technicians and Trades,Divorced,No,No,No,Inbound,132.0,November,Tuesday,1,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU427186,42,Primary Education,Labourer,Married,No,No,No,Outbound,266.0,May,Monday,3,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU936512,58,High School Certificate,Retired,Divorced,Yes,No,No,Inbound,75.0,April,Monday,2,0.0,Nonexistent,1.466,-1.8,93.075,No Sale
CU160387,32,High School Certificate,Community and personal service,Married,No,No,No,Inbound,79.0,May,Tuesday,1,0.0,Nonexistent,1.344,-1.8,92.893,No Sale
CU056429,53,Bachelor Degree Level or Higher,Entrepreneur,Married,Yes,No,No,Inbound,302.0,July,Thursday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU491359,35,Primary Education,Labourer,Married,No,No,No,Inbound,402.0,April,Friday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU273772,54,Bachelor Degree Level or Higher,Manager,Married,No,Yes,Yes,Inbound,1817.0,April,Monday,3,0.0,Nonexistent,1.405,-1.8,93.075,Sale
CU030916,54,High School Certificate,Unemployed,Divorced,No,Yes,No,Inbound,54.0,October,Monday,1,0.0,Nonexistent,0.739,-3.4,92.431,No Sale
CU082036,27,High School Certificate,Community and personal service,Single,Yes,No,No,Inbound,71.0,July,Friday,3,0.0,Nonexistent,4.957,1.4,93.918,No Sale
CU755374,44,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Outbound,515.0,May,Thursday,2,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU039061,37,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,400.0,November,Tuesday,1,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU292277,54,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,798.0,July,Monday,2,0.0,Nonexistent,4.962,1.4,93.918,Sale
CU040501,41,Prefer not to say,Clerical and administrative,Single,Yes,Yes,No,Outbound,1111.0,May,Monday,3,0.0,Nonexistent,4.857,1.1,93.994,Sale
CU998876,35,Bachelor Degree Level or Higher,Entrepreneur,Divorced,Yes,No,No,Inbound,92.0,June,Monday,2,1.0,No Sale,1.26,-2.9,92.963,No Sale
CU815636,36,High School Certificate,Technicians and Trades,Married,No,No,No,Outbound,157.0,October,Wednesday,1,0.0,Nonexistent,4.936,-0.1,93.798,Sale
CU674908,53,High School Certificate,Retired,Divorced,Yes,No,Yes,Inbound,256.0,July,Tuesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU293114,55,Primary Education,Technicians and Trades,Married,Yes,No,Yes,Outbound,958.0,May,Wednesday,2,0.0,Nonexistent,4.858,1.1,93.994,Sale
CU912371,32,Graduate Diploma and Graduate Certificate,Community and personal service,Married,No,No,No,Inbound,94.0,June,Wednesday,6,0.0,Nonexistent,1.244,-2.9,92.963,No Sale
CU289240,39,Primary Education,Labourer,Married,No,No,No,Inbound,378.0,May,Monday,3,0.0,Nonexistent,1.354,-1.8,92.893,No Sale
CU359757,27,High School Certificate,Community and personal service,Single,No,No,No,Inbound,212.0,May,Friday,4,0.0,Nonexistent,1.25,-1.8,92.893,No Sale
CU069141,43,Primary Education,Labourer,Single,Yes,No,No,Outbound,551.0,May,Friday,2,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU974104,50,Bachelor Degree Level or Higher,Self-employed,Married,No,No,No,Inbound,223.0,November,Monday,2,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU953335,59,Graduate Diploma and Graduate Certificate,Retired,Married,No,No,Yes,Outbound,905.0,May,Wednesday,1,0.0,Nonexistent,4.858,1.1,93.994,Sale
CU701551,55,Primary Education,Community and personal service,Married,Yes,No,No,Inbound,212.0,August,Wednesday,1,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU690380,39,Primary Education,Manager,Married,No,No,Yes,Outbound,27.0,May,Tuesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU314532,47,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,No,No,No,Outbound,168.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU459368,47,Primary Education,Labourer,Married,No,No,Yes,Inbound,139.0,May,Wednesday,1,0.0,Nonexistent,1.334,-1.8,92.893,No Sale
CU605365,60,High School Certificate,Retired,Married,No,No,No,Inbound,1640.0,September,Wednesday,1,0.0,Nonexistent,0.876,-1.1,94.199,Sale
CU188753,37,High School Certificate,Technicians and Trades,Single,No,No,Yes,Inbound,500.0,July,Monday,1,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU261991,40,High School Certificate,Community and personal service,Married,Yes,No,Yes,Outbound,248.0,May,Wednesday,2,0.0,Nonexistent,4.859,1.1,93.994,No Sale
CU412980,37,Graduate Diploma and Graduate Certificate,Unemployed,Married,Yes,No,No,Inbound,318.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU344480,27,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,Yes,No,Inbound,224.0,May,Friday,2,1.0,No Sale,1.313,-1.8,92.893,No Sale
CU491492,30,High School Certificate,Clerical and administrative,Married,No,No,No,Inbound,166.0,May,Wednesday,1,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU040013,20,Prefer not to say,Student,Single,Yes,Yes,No,Inbound,47.0,April,Tuesday,2,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU791770,39,High School Certificate,Clerical and administrative,Married,No,No,Yes,Outbound,357.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU232375,25,High School Certificate,Community and personal service,Divorced,No,No,No,Outbound,219.0,May,Thursday,4,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU577835,33,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,623.0,April,Wednesday,1,1.0,Sale,0.654,-1.8,93.749,Sale
CU692073,50,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,1149.0,August,Wednesday,5,0.0,Nonexistent,4.965,1.4,93.444,Sale
CU567364,50,High School Certificate,Community and personal service,Single,Yes,No,No,Inbound,110.0,July,Tuesday,2,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU938644,52,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Inbound,613.0,May,Thursday,1,2.0,Sale,0.677,-1.8,93.876,Sale
CU259582,33,High School Certificate,Technicians and Trades,Married,Yes,No,No,Outbound,136.0,May,Friday,2,0.0,Nonexistent,4.864,1.1,93.994,No Sale
CU262601,30,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,Yes,No,Inbound,85.0,May,Monday,2,2.0,Sale,0.701,-1.8,93.876,No Sale
CU425492,41,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,696.0,November,Monday,2,3.0,No Sale,0.715,-3.4,92.649,Sale
CU914137,34,Primary Education,Clerical and administrative,Single,No,No,No,Outbound,1178.0,May,Friday,4,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU985439,47,Prefer not to say,Prefer not to say,Married,Yes,No,Yes,Outbound,269.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU319670,56,Primary Education,Labourer,Married,Yes,No,No,Inbound,120.0,August,Thursday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU762226,29,Primary Education,Labourer,Married,No,No,No,Inbound,84.0,April,Monday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU406333,29,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Outbound,211.0,July,Thursday,1,0.0,Nonexistent,4.966,1.4,93.918,No Sale
CU364740,59,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,Yes,Inbound,1543.0,June,Friday,1,0.0,Nonexistent,1.268,-2.9,92.963,Sale
CU594722,49,High School Certificate,Clerical and administrative,Married,No,No,No,Inbound,495.0,September,Tuesday,1,1.0,Sale,0.788,-3.4,92.379,Sale
CU217149,48,High School Certificate,Clerical and administrative,Divorced,No,No,No,Outbound,62.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU209275,33,High School Certificate,Clerical and administrative,Divorced,No,No,No,Outbound,364.0,May,Monday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU943703,58,High School Certificate,Clerical and administrative,Married,Yes,Yes,No,Inbound,414.0,July,Thursday,2,0.0,Nonexistent,0.81,-1.7,94.215,Sale
CU818410,33,High School Certificate,Labourer,Married,No,Yes,Yes,Inbound,296.0,May,Friday,5,1.0,No Sale,1.313,-1.8,92.893,No Sale
CU833096,34,Primary Education,Labourer,Married,No,No,No,Inbound,129.0,May,Tuesday,2,0.0,Nonexistent,1.344,-1.8,92.893,No Sale
CU805287,35,Primary Education,Labourer,Married,No,No,Yes,Inbound,43.0,May,Friday,1,0.0,Nonexistent,1.313,-1.8,92.893,No Sale
CU923048,40,High School Certificate,Manager,Married,No,Yes,No,Inbound,105.0,November,Friday,5,1.0,No Sale,4.021,-0.1,93.2,No Sale
CU064422,31,High School Certificate,Community and personal service,Single,No,Yes,No,Inbound,50.0,May,Thursday,2,1.0,No Sale,1.327,-1.8,92.893,No Sale
CU343268,64,Primary Education,Retired,Married,Yes,No,No,Inbound,145.0,August,Wednesday,1,2.0,Sale,0.854,-2.9,92.201,Sale
CU601170,54,Primary Education,Labourer,Married,No,No,No,Inbound,50.0,May,Monday,1,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU236398,58,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,275.0,July,Tuesday,4,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU884553,51,Primary Education,Clerical and administrative,Divorced,Yes,No,Yes,Outbound,135.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU444461,36,Graduate Diploma and Graduate Certificate,Technicians and Trades,Divorced,Yes,No,No,Inbound,643.0,July,Monday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
